"Date","Value"
"03/01/2012",32.43
"04/01/2012",31.2
"05/01/2012",28.1
"06/01/2012",27.08
"07/01/2012",28.2
"08/01/2012",30.52
"09/01/2012",34.65
"10/01/2012",32.28
"11/01/2012",34.28
"12/01/2012",29.95
"01/01/2013",32.03
"02/01/2013",28.95
"03/01/2013",28.64
"04/01/2013",24.42
"05/01/2013",22.57
"06/01/2013",18.86
"07/01/2013",19.94
"08/01/2013",23.64
"09/01/2013",21.68
"10/01/2013",22.2
"11/01/2013",19.93
"12/01/2013",19.5
"01/01/2014",19.31
"02/01/2014",21.27
"03/01/2014",19.97
"04/01/2014",19.28
"05/01/2014",19
"06/01/2014",20.87
"07/01/2014",20.69
"08/01/2014",19.47
"09/01/2014",17.11
"10/01/2014",16.2
"11/01/2014",15.97
"12/01/2014",15.97
"01/01/2015",16.92
"02/01/2015",16.53
"03/01/2015",16.6
"04/01/2015",16.52
"05/01/2015",16.7
"06/01/2015",15.58
"07/01/2015",14.75
"08/01/2015",14.59
"09/01/2015",14.52
"10/01/2015",15.57
"11/01/2015",14.09
"12/01/2015",13.8
"01/01/2016",14.24
"02/01/2016",14.92
"03/01/2016",15.46
"04/01/2016",17.82
"05/01/2016",15.994
"06/01/2016",18.623
"07/01/2016",20.347
"08/01/2016",18.707
"09/01/2016",19.214
"10/01/2016",17.796
"11/01/2016",16.482
"12/01/2016",15.989
"01/01/2017",17.543
"02/01/2017",18.469
"03/01/2017",18.256
"04/01/2017",17.262
"05/01/2017",17.406
"06/01/2017",16.627
"07/01/2017",16.786
"08/01/2017",17.575
"09/01/2017",16.676
"10/01/2017",16.693
"11/01/2017",16.4052
"12/01/2017",17.128
"01/01/2018",17.241
"02/01/2018",16.3904
"03/01/2018",16.268
"04/01/2018",16.3832
"05/01/2018",16.458
"06/01/2018",16.1792
"07/01/2018",15.559
"08/01/2018",14.5332
"09/01/2018",14.712
"10/01/2018",14.282
"11/01/2018",14.1268
"12/01/2018",15.5186
"01/01/2019",16.072
"02/01/2019",15.6148
"03/01/2019",15.11
"04/01/2019",14.9672
"05/01/2019",14.567
"06/01/2019",15.3234
"07/01/2019",16.405
"08/01/2019",18.3106
"09/01/2019",16.998
"10/01/2019",18.067
"11/01/2019",17.0042
"12/01/2019",17.9024
"01/01/2020",18.012
"02/01/2020",16.443
"03/01/2020",14.156
"04/01/2020",14.958
"05/01/2020",18.499
"06/01/2020",18.6178
"07/01/2020",24.216
"08/01/2020",28.5626
"09/01/2020",23.494
"10/01/2020",23.646
"11/01/2020",22.5532
"12/01/2020",26.396
"01/01/2021",26.914
"02/01/2021",26.4324
"03/01/2021",24.532
"04/01/2021",25.869
"05/01/2021",28.014
"06/01/2021",26.1882
"07/01/2021",25.547
"08/01/2021",23.9968
"09/01/2021",22.047
"10/01/2021",23.949
"11/01/2021",22.781
"12/01/2021",23.3472
"01/01/2022",22.393
"02/01/2022",24.365
"03/01/2022",25.133
"04/01/2022",23.076
"05/01/2022",21.688
"06/01/2022",20.734
"07/01/2022",20.3604
"08/01/2022",17.9156
"09/01/2022",19.0341
"10/01/2022",19.1625
"11/01/2022",22.2355
"12/01/2022",23.9641
"01/01/2023",23.6774
"02/01/2023",20.8946
"03/01/2023",24.0924
"04/01/2023",25.0503
"05/01/2023",23.548
"06/01/2023",22.7603
"07/01/2023",24.7305
"08/01/2023",24.4216
"09/01/2023",22.1847
"10/01/2023",22.8467
"11/01/2023",24.9569
"12/01/2023",23.7927
"01/01/2024",22.9401
"02/01/2024",22.6725
"03/01/2024",24.9661
"04/01/2024",26.2896
"05/01/2024",30.4055
"06/01/2024",29.1402
"07/01/2024",28.3472
"08/01/2024",28.8613
"09/01/2024",31.77
"10/01/2024",32.6625
"11/01/2024",30.607
"12/01/2024",28.8744
"01/01/2025",31.3118
"02/01/2025",31.2277
"03/01/2025",34.1992
"04/01/2025",32.6308
"05/01/2025",32.9896
"06/01/2025",35.7821
"07/01/2025",37.1164
"08/01/2025",39.015
"09/01/2025",46.861
"10/01/2025",48.6932
"11/01/2025",56.5422
"12/01/2025",71.649
"01/01/2026",113.9528
"02/01/2026",93.66
"03/01/2026",88.36
"04/01/2026",88.36
